2023-09-18 11:00:30.465 [info] Added views:workbench.panel.markers.view in workbench.panel.markers
2023-09-18 11:00:30.465 [info] Added views:workbench.panel.output in workbench.panel.output
2023-09-18 11:00:30.465 [info] Added views:terminal in terminal
2023-09-18 11:00:30.465 [info] Added views:outline in workbench.view.explorer
2023-09-18 11:00:30.465 [info] Added views:workbench.scm in workbench.view.scm
2023-09-18 11:00:30.465 [info] Added views:workbench.view.search in workbench.view.search
2023-09-18 11:00:30.465 [info] Added views:timeline in workbench.view.explorer
2023-09-18 11:00:30.465 [info] Added views:workbench.explorer.fileView in workbench.view.explorer
2023-09-18 11:00:30.738 [info] Added views:bookmarksExplorer,bookmarksHelpAndFeedback in workbench.view.extension.bookmarks
2023-09-18 11:00:30.738 [info] Added views:gitlens.views.home,gitlens.views.workspaces,gitlens.views.account in workbench.view.extension.gitlens
2023-09-18 11:00:30.738 [info] Added views:gitlens.views.commitDetails,gitlens.views.lineHistory,gitlens.views.fileHistory,gitlens.views.searchAndCompare in workbench.view.extension.gitlensInspect
2023-09-18 11:00:30.739 [info] Added views:gitlens.views.commits,gitlens.views.branches,gitlens.views.remotes,gitlens.views.stashes,gitlens.views.tags,gitlens.views.contributors in workbench.view.scm
2023-09-18 11:00:30.739 [info] Added views:dockerContainers,dockerImages,dockerRegistries,dockerNetworks,dockerVolumes,vscode-docker.views.dockerContexts,vscode-docker.views.help in workbench.view.extension.dockerView
2023-09-18 11:00:30.833 [info] Added views:workbench.debug.welcome in workbench.view.debug
2023-09-18 11:00:30.860 [info] Added views:workbench.panel.repl.view in workbench.panel.repl
2023-09-18 11:00:31.184 [info] Added views:~remote.forwardedPorts in ~remote.forwardedPortsContainer
2023-09-18 11:00:31.355 [info] Removed views:gitlens.views.searchAndCompare,gitlens.views.fileHistory,gitlens.views.lineHistory,gitlens.views.commitDetails from workbench.view.extension.gitlensInspect
2023-09-18 11:00:31.356 [info] Removed views:gitlens.views.contributors,gitlens.views.tags,gitlens.views.stashes,gitlens.views.remotes,gitlens.views.branches,gitlens.views.commits from workbench.view.scm
2023-09-18 11:00:42.344 [info] Added views:jupyter-data-wrangler-code-preview-view in workbench.view.extension.data-wrangler-secondary
2023-09-18 11:00:42.346 [info] Added views:jupyter-data-wrangler-operations-view,jupyter-data-wrangler-summary-view,jupyter-data-wrangler-cleaning-steps-view in workbench.view.extension.data-wrangler-primary
2023-09-18 11:00:47.064 [info] Added views:workbench.view.testing in workbench.view.extension.test
